title,authors,genres,scored,popularty,status
My Hero Academia #5198,Masashi Kishimoto,Action,3.47,87740,Completed
Dungeon Defense #5199,Tite Kubo,Action,4.37,4320,Hiatus
Naruto #5200,Goose Five,Drama,2.34,93812,Completed
Martial World #5201,Cocooned Cow,Horror,2.53,65354,Hiatus
Ranker Who Lives A Second Time #5202,Goose Five,Action,3.7,69926,Ongoing
Overlord #5203,Goose Five,Drama,4.31,99836,Hiatus
Reincarnation of the Strongest Sword God #5204,Sui Ishida,Comedy,3.95,88273,Hiatus
Dungeon Defense #5205,I Eat Tomatoes,Sci-Fi,2.57,66100,Ongoing
Ranker Who Lives A Second Time #5206,Sui Ishida,Drama,4.76,67336,Completed
Stellar Transformation #5207,Jeong Gong,Fantasy,3.47,65497,Completed
Dungeon Defense #5208,Reki Kawahara,Action,2.24,99531,Ongoing
Dungeon Defense #5209,Er Gen,Adventure,2.1,20822,Hiatus
The Legendary Moonlight Sculptor #5210,Toika,Romance,2.4,33672,Hiatus
Demon Slayer #5211,Wo Chi Xi Hong Shi,Sci-Fi,3.28,18228,Hiatus
Reincarnation of the Strongest Sword God #5212,Kim Jeongho,Drama,2.62,85454,Ongoing
Tokyo Ghoul #5213,Sui Ishida,Fantasy,3.29,21779,Hiatus
The King's Avatar #5214,Toika,Fantasy,2.88,32667,Hiatus
The Second Coming of Gluttony #5215,Nokdu,Adventure,2.22,29539,Ongoing
Ranker Who Lives A Second Time #5216,MOKF,Horror,4.33,7376,Hiatus
Omniscient Reader's Viewpoint #5217,Sui Ishida,Comedy,3.48,62148,Completed
Dungeon Defense #5218,Kugane Maruyama,Comedy,4.31,71290,Ongoing
Sword Art Online #5219,Tite Kubo,Comedy,3.16,34989,Ongoing
The King's Avatar #5220,Nam Heesung,Drama,4.92,64513,Ongoing
Battle Through the Heavens #5221,Blue Butterfly,Fantasy,2.43,91065,Ongoing
A Returner’s Magic Should Be Special #5222,Tite Kubo,Action,3.07,37145,Hiatus
Dungeon Defense #5223,MOKF,Romance,4.28,47930,Completed
Solo Leveling #5224,Tite Kubo,Horror,4.6,76508,Ongoing
Douluo Dalu #5225,MOKF,Fantasy,3.19,23613,Ongoing
Omniscient Reader's Viewpoint #5226,Chugong,Horror,4.38,8556,Ongoing
My Hero Academia #5227,MOKF,Comedy,2.34,17235,Ongoing
Release That Witch #5228,Cocooned Cow,Fantasy,3.46,97106,Ongoing
Attack on Titan #5229,Sui Ishida,Sci-Fi,4.94,74189,Ongoing
Overlord #5230,Tite Kubo,Sci-Fi,3.57,74653,Ongoing
Naruto #5231,Goose Five,Adventure,4.13,90285,Ongoing
Attack on Titan #5232,Nam Heesung,Horror,4.12,68801,Hiatus
Re:Zero #5233,Reki Kawahara,Romance,3.87,43688,Ongoing
Desolate Era #5234,Yoo Ryeo Han,Romance,4.82,50254,Hiatus
Desolate Era #5235,MOKF,Drama,2.6,79470,Completed
Naruto #5236,Tang Jia San Shao,Adventure,4.24,89139,Hiatus
Ranker Who Lives A Second Time #5237,Cocooned Cow,Sci-Fi,2.5,55770,Completed
I Shall Seal the Heavens #5238,Tappei Nagatsuki,Sci-Fi,4.55,60098,Hiatus
Solo Leveling #5239,Hajime Isayama,Horror,2.65,12183,Completed
Naruto #5240,Er Gen,Horror,2.87,10814,Hiatus
Dungeon Defense #5241,MOKF,Sci-Fi,2.97,19627,Hiatus
Martial World #5242,Blue Butterfly,Comedy,4.4,78233,Ongoing
Omniscient Reader's Viewpoint #5243,Chugong,Horror,4.09,44011,Completed
Overlord #5244,Hajime Isayama,Sci-Fi,3.64,72835,Ongoing
I Shall Seal the Heavens #5245,I Eat Tomatoes,Adventure,4.46,90422,Hiatus
The Legendary Moonlight Sculptor #5246,Kohei Horikoshi,Romance,4.67,77929,Completed
Douluo Dalu #5247,Chugong,Fantasy,2.28,3056,Ongoing
Overlord #5248,Hajime Isayama,Action,3.18,71454,Hiatus
My Hero Academia #5249,Er Gen,Romance,2.47,77502,Ongoing
Reincarnation of the Strongest Sword God #5250,Tappei Nagatsuki,Horror,4.37,86437,Hiatus
One Piece #5251,Nam Heesung,Adventure,3.27,43048,Hiatus
The Second Coming of Gluttony #5252,Kugane Maruyama,Adventure,4.82,83216,Completed
Re:Zero #5253,Toika,Romance,3.0,17797,Hiatus
I Shall Seal the Heavens #5254,Er Gen,Drama,4.66,52016,Hiatus
Desolate Era #5255,Kohei Horikoshi,Fantasy,4.97,17521,Ongoing
Douluo Dalu #5256,MOKF,Comedy,3.68,14155,Hiatus
Solo Leveling #5257,Yoo Ryeo Han,Horror,4.63,16910,Hiatus
Reincarnation of the Strongest Sword God #5258,Cocooned Cow,Horror,3.14,52669,Ongoing
Re:Zero #5259,Nokdu,Drama,4.84,14160,Completed
The Second Coming of Gluttony #5260,Goose Five,Adventure,4.33,19119,Completed
Solo Leveling #5261,Zhu Hong,Horror,2.08,16140,Completed
Trash of the Count’s Family #5262,Kohei Horikoshi,Action,4.48,51738,Ongoing
A Returner’s Magic Should Be Special #5263,Goose Five,Drama,3.85,92201,Ongoing
Overgeared #5264,Toika,Comedy,2.14,55486,Ongoing
Overgeared #5265,Drunken Blue,Comedy,3.8,94306,Hiatus
The King's Avatar #5266,Tappei Nagatsuki,Fantasy,4.96,20352,Completed
Reincarnation of the Strongest Sword God #5267,Zhu Hong,Romance,3.72,91252,Hiatus
Tokyo Ghoul #5268,Koyoharu Gotouge,Romance,2.11,44986,Ongoing
Stellar Transformation #5269,Tappei Nagatsuki,Horror,4.79,3476,Completed
Naruto #5270,Nam Heesung,Horror,2.26,93081,Ongoing
The King's Avatar #5271,Tang Jia San Shao,Drama,3.18,85194,Hiatus
Demon Slayer #5272,Jeong Gong,Fantasy,4.19,84563,Completed
The Second Coming of Gluttony #5273,Tite Kubo,Fantasy,3.31,43989,Completed
I Shall Seal the Heavens #5274,Reki Kawahara,Romance,3.46,87509,Completed
The Second Coming of Gluttony #5275,Sui Ishida,Horror,2.53,83807,Hiatus
Sword Art Online #5276,Koyoharu Gotouge,Sci-Fi,4.56,86294,Ongoing
Overlord #5277,Reki Kawahara,Sci-Fi,3.79,52564,Hiatus
My Hero Academia #5278,Toika,Romance,2.18,16161,Hiatus
Release That Witch #5279,Toika,Fantasy,2.34,28169,Ongoing
Ranker Who Lives A Second Time #5280,Jeong Gong,Fantasy,3.13,55660,Hiatus
Tokyo Ghoul #5281,Tang Jia San Shao,Fantasy,2.89,50775,Completed
Douluo Dalu #5282,Tappei Nagatsuki,Action,3.34,43194,Hiatus
Against the Gods #5283,Zhu Hong,Comedy,2.58,40869,Hiatus
Dungeon Defense #5284,Tappei Nagatsuki,Sci-Fi,4.61,79995,Hiatus
The Second Coming of Gluttony #5285,Cocooned Cow,Adventure,3.72,24551,Completed
Overgeared #5286,Eiichiro Oda,Romance,2.69,44074,Ongoing
Douluo Dalu #5287,Kugane Maruyama,Action,3.35,69851,Hiatus
Ranker Who Lives A Second Time #5288,Nam Heesung,Adventure,4.77,41725,Hiatus
Dungeon Defense #5289,Blue Butterfly,Action,4.63,16339,Hiatus
Trash of the Count’s Family #5290,Drunken Blue,Fantasy,4.7,55768,Completed
Attack on Titan #5291,Goose Five,Horror,4.93,1835,Completed
Overlord #5292,Koyoharu Gotouge,Romance,4.54,81267,Hiatus
Release That Witch #5293,Cheongcho,Action,4.94,66104,Ongoing
Trash of the Count’s Family #5294,Koyoharu Gotouge,Sci-Fi,3.85,67119,Completed
Battle Through the Heavens #5295,Reki Kawahara,Drama,2.39,84590,Completed
Desolate Era #5296,Reki Kawahara,Comedy,4.37,23345,Ongoing
The Legendary Moonlight Sculptor #5297,Tappei Nagatsuki,Fantasy,2.29,60583,Completed
Martial World #5298,Toika,Drama,2.87,68233,Ongoing
I Shall Seal the Heavens #5299,Nokdu,Comedy,2.24,69383,Hiatus
Trash of the Count’s Family #5300,Nam Heesung,Fantasy,4.27,85670,Ongoing
Douluo Dalu #5301,Hajime Isayama,Horror,2.58,79039,Ongoing
Overgeared #5302,Toika,Action,4.55,38008,Ongoing
My Hero Academia #5303,Toika,Horror,4.38,19975,Ongoing
A Returner’s Magic Should Be Special #5304,Tite Kubo,Comedy,3.44,76556,Ongoing
Sword Art Online #5305,Kim Jeongho,Drama,2.16,20303,Ongoing
Solo Leveling #5306,Eiichiro Oda,Comedy,3.74,47978,Ongoing
Trash of the Count’s Family #5307,Sing Shong,Drama,3.17,16270,Completed
Solo Leveling #5308,Jeong Gong,Sci-Fi,2.03,99079,Hiatus
Overgeared #5309,I Eat Tomatoes,Comedy,4.4,40458,Hiatus
Coiling Dragon #5310,Nokdu,Horror,3.91,14153,Ongoing
Tokyo Ghoul #5311,Kim Jeongho,Action,3.93,30378,Hiatus
The Second Coming of Gluttony #5312,Tite Kubo,Comedy,4.87,21509,Ongoing
Stellar Transformation #5313,Er Gen,Fantasy,3.26,66791,Ongoing
Overlord #5314,MOKF,Adventure,2.79,77576,Ongoing
Release That Witch #5315,Hajime Isayama,Action,3.79,8862,Hiatus
Dungeon Defense #5316,Sing Shong,Comedy,3.98,41449,Completed
Naruto #5317,Heavenly Silkworm Potato,Horror,4.85,63599,Completed
The Legendary Moonlight Sculptor #5318,MOKF,Drama,2.97,73424,Completed
A Returner’s Magic Should Be Special #5319,Yoo Ryeo Han,Sci-Fi,4.23,89895,Completed
The Legendary Moonlight Sculptor #5320,Tappei Nagatsuki,Action,4.4,77125,Completed
Against the Gods #5321,Eiichiro Oda,Fantasy,3.87,1156,Ongoing
Battle Through the Heavens #5322,Blue Butterfly,Comedy,4.64,5190,Hiatus
Overlord #5323,Yoo Ryeo Han,Drama,2.34,25971,Completed
Overlord #5324,Cocooned Cow,Fantasy,3.34,55001,Ongoing
A Returner’s Magic Should Be Special #5325,Nam Heesung,Fantasy,2.68,94375,Ongoing
The Second Coming of Gluttony #5326,Sui Ishida,Fantasy,3.14,55428,Ongoing
Against the Gods #5327,Masashi Kishimoto,Action,4.9,60008,Completed
Desolate Era #5328,Nam Heesung,Sci-Fi,4.84,80607,Completed
Overlord #5329,Blue Butterfly,Adventure,2.46,90292,Ongoing
Overgeared #5330,Tite Kubo,Comedy,4.72,91662,Hiatus
Douluo Dalu #5331,Nokdu,Fantasy,2.66,10800,Completed
Omniscient Reader's Viewpoint #5332,I Eat Tomatoes,Fantasy,2.14,60274,Completed
Demon Slayer #5333,Heavenly Silkworm Potato,Drama,3.06,3739,Ongoing
Douluo Dalu #5334,Wo Chi Xi Hong Shi,Romance,2.4,41001,Completed
The King's Avatar #5335,Nam Heesung,Horror,2.51,36346,Ongoing
Overlord #5336,Kim Jeongho,Drama,3.35,85224,Ongoing
Desolate Era #5337,Cheongcho,Drama,2.24,80692,Hiatus
Tokyo Ghoul #5338,Nam Heesung,Romance,2.28,92116,Ongoing
Against the Gods #5339,Masashi Kishimoto,Horror,2.31,66864,Completed
The Second Coming of Gluttony #5340,Kohei Horikoshi,Fantasy,3.3,44729,Completed
Ranker Who Lives A Second Time #5341,Wo Chi Xi Hong Shi,Drama,3.32,5869,Ongoing
Ranker Who Lives A Second Time #5342,Tang Jia San Shao,Action,3.88,82393,Ongoing
Trash of the Count’s Family #5343,Nokdu,Action,3.78,6993,Hiatus
My Hero Academia #5344,Drunken Blue,Sci-Fi,2.25,78002,Hiatus
The Second Coming of Gluttony #5345,Kohei Horikoshi,Romance,4.76,2963,Completed
Demon Slayer #5346,Kim Jeongho,Drama,4.42,40174,Ongoing
Release That Witch #5347,Nokdu,Horror,4.01,10118,Completed
I Shall Seal the Heavens #5348,MOKF,Horror,4.7,44877,Completed
Omniscient Reader's Viewpoint #5349,Koyoharu Gotouge,Horror,3.93,54142,Hiatus
Battle Through the Heavens #5350,Kim Jeongho,Action,2.57,38682,Completed
Trash of the Count’s Family #5351,Masashi Kishimoto,Comedy,4.56,52574,Completed
Overlord #5352,Koyoharu Gotouge,Drama,3.84,6669,Hiatus
Against the Gods #5353,Chugong,Horror,4.6,23129,Hiatus
Demon Slayer #5354,Tappei Nagatsuki,Adventure,2.35,43948,Hiatus
Naruto #5355,Eiichiro Oda,Sci-Fi,2.88,45310,Completed
Douluo Dalu #5356,Cocooned Cow,Romance,3.82,50770,Hiatus
Douluo Dalu #5357,Nokdu,Sci-Fi,2.78,4459,Completed
The Second Coming of Gluttony #5358,Sing Shong,Drama,3.37,71260,Ongoing
Martial World #5359,Nokdu,Adventure,3.38,61682,Ongoing
Desolate Era #5360,Kohei Horikoshi,Fantasy,2.17,61644,Ongoing
Douluo Dalu #5361,Kohei Horikoshi,Horror,3.15,60485,Hiatus
Naruto #5362,Koyoharu Gotouge,Action,4.58,26626,Completed
One Piece #5363,Cheongcho,Sci-Fi,3.2,44196,Hiatus
The King's Avatar #5364,Wo Chi Xi Hong Shi,Drama,4.64,53594,Ongoing
Tokyo Ghoul #5365,Cocooned Cow,Adventure,4.16,15890,Hiatus
Against the Gods #5366,Koyoharu Gotouge,Action,3.76,97690,Hiatus
Dungeon Defense #5367,Zhu Hong,Action,2.22,36374,Ongoing
One Piece #5368,Sui Ishida,Comedy,2.85,8761,Hiatus
The Second Coming of Gluttony #5369,Tang Jia San Shao,Horror,3.34,43867,Ongoing
One Piece #5370,Sing Shong,Action,3.91,23300,Ongoing
The Legendary Moonlight Sculptor #5371,Tang Jia San Shao,Comedy,3.47,18755,Completed
Tokyo Ghoul #5372,Sing Shong,Sci-Fi,3.75,66143,Completed
My Hero Academia #5373,Jeong Gong,Action,2.53,10731,Ongoing
The King's Avatar #5374,Toika,Adventure,2.67,7782,Hiatus
Naruto #5375,MOKF,Romance,4.35,42137,Completed
Omniscient Reader's Viewpoint #5376,Sui Ishida,Horror,2.38,38620,Ongoing
Tokyo Ghoul #5377,Koyoharu Gotouge,Drama,3.43,73947,Hiatus
Against the Gods #5378,Masashi Kishimoto,Comedy,4.69,36578,Hiatus
Desolate Era #5379,MOKF,Fantasy,2.51,6474,Ongoing
The Second Coming of Gluttony #5380,Kim Jeongho,Fantasy,2.1,76894,Ongoing
Martial World #5381,Yoo Ryeo Han,Horror,3.96,47427,Hiatus
Against the Gods #5382,Er Gen,Horror,3.41,68716,Ongoing
Bleach #5383,Tang Jia San Shao,Fantasy,4.66,31441,Ongoing
Overgeared #5384,Koyoharu Gotouge,Fantasy,3.83,13622,Hiatus
Attack on Titan #5385,Koyoharu Gotouge,Drama,4.44,35795,Hiatus
Martial World #5386,Kohei Horikoshi,Comedy,4.6,57873,Completed
Stellar Transformation #5387,Sing Shong,Sci-Fi,4.07,10624,Hiatus
Demon Slayer #5388,Sui Ishida,Comedy,4.97,43578,Hiatus
Overgeared #5389,Kugane Maruyama,Horror,2.91,56018,Completed
Douluo Dalu #5390,Sui Ishida,Romance,4.18,2933,Hiatus
Naruto #5391,Er Gen,Horror,2.24,41914,Ongoing
Solo Leveling #5392,Masashi Kishimoto,Horror,2.84,87177,Hiatus
Trash of the Count’s Family #5393,MOKF,Drama,3.89,57587,Ongoing
Tokyo Ghoul #5394,Toika,Fantasy,4.24,95374,Completed
Sword Art Online #5395,Nam Heesung,Comedy,2.67,38432,Completed
I Shall Seal the Heavens #5396,Hajime Isayama,Fantasy,4.51,23487,Hiatus
Dungeon Defense #5397,Kugane Maruyama,Fantasy,3.85,52334,Hiatus
A Returner’s Magic Should Be Special #5398,Goose Five,Comedy,2.44,16399,Hiatus
Ranker Who Lives A Second Time #5399,Tite Kubo,Adventure,3.52,99598,Ongoing
One Piece #5400,Toika,Action,2.09,99628,Ongoing
Tokyo Ghoul #5401,Nam Heesung,Drama,4.73,28201,Ongoing
Bleach #5402,Heavenly Silkworm Potato,Drama,3.36,40878,Ongoing
The Legendary Moonlight Sculptor #5403,Er Gen,Comedy,4.44,34563,Completed
Douluo Dalu #5404,Sing Shong,Drama,3.88,89147,Completed
Tokyo Ghoul #5405,Cheongcho,Horror,3.99,73448,Hiatus
Attack on Titan #5406,Cheongcho,Comedy,3.03,49134,Ongoing
Ranker Who Lives A Second Time #5407,Goose Five,Action,2.84,9668,Completed
The Second Coming of Gluttony #5408,MOKF,Sci-Fi,4.36,83770,Hiatus
The Legendary Moonlight Sculptor #5409,Tappei Nagatsuki,Sci-Fi,2.23,94203,Completed
The Legendary Moonlight Sculptor #5410,Sui Ishida,Comedy,2.65,60331,Hiatus
My Hero Academia #5411,Toika,Action,2.08,72219,Completed
Coiling Dragon #5412,Sui Ishida,Romance,2.36,97034,Completed
Tokyo Ghoul #5413,Tang Jia San Shao,Comedy,4.59,75570,Hiatus
Attack on Titan #5414,Cheongcho,Romance,3.65,47502,Ongoing
Release That Witch #5415,Nokdu,Romance,2.91,78623,Completed
Martial World #5416,Sing Shong,Fantasy,3.55,11452,Completed
My Hero Academia #5417,MOKF,Fantasy,2.09,25312,Hiatus
Against the Gods #5418,Sui Ishida,Romance,4.9,23271,Hiatus
Demon Slayer #5419,Jeong Gong,Action,2.44,45567,Hiatus
Attack on Titan #5420,Heavenly Silkworm Potato,Adventure,3.88,21517,Completed
Stellar Transformation #5421,Kohei Horikoshi,Action,3.23,47481,Hiatus
Omniscient Reader's Viewpoint #5422,Hajime Isayama,Romance,3.72,50227,Ongoing
One Piece #5423,Blue Butterfly,Horror,2.0,45342,Hiatus
Omniscient Reader's Viewpoint #5424,Reki Kawahara,Adventure,4.06,76056,Completed
Re:Zero #5425,Masashi Kishimoto,Romance,3.47,49215,Completed
The Legendary Moonlight Sculptor #5426,Masashi Kishimoto,Horror,3.33,70852,Ongoing
The Legendary Moonlight Sculptor #5427,Sing Shong,Horror,2.1,55757,Ongoing
Bleach #5428,Koyoharu Gotouge,Sci-Fi,3.32,27477,Completed
One Piece #5429,Cocooned Cow,Sci-Fi,4.41,76851,Completed
Attack on Titan #5430,Yoo Ryeo Han,Adventure,2.21,48133,Completed
Ranker Who Lives A Second Time #5431,Chugong,Comedy,3.31,16441,Hiatus
Re:Zero #5432,Hajime Isayama,Romance,2.04,25927,Hiatus
Douluo Dalu #5433,Tang Jia San Shao,Sci-Fi,4.08,19653,Ongoing
Douluo Dalu #5434,Tang Jia San Shao,Sci-Fi,4.87,51906,Ongoing
Desolate Era #5435,Sing Shong,Horror,4.04,77208,Completed
Naruto #5436,Blue Butterfly,Fantasy,3.64,37682,Hiatus
Dungeon Defense #5437,Chugong,Adventure,4.32,28973,Ongoing
Naruto #5438,Toika,Sci-Fi,4.82,85415,Completed
Against the Gods #5439,Zhu Hong,Horror,2.49,61330,Hiatus
Dungeon Defense #5440,Kim Jeongho,Adventure,2.32,70797,Completed
Overgeared #5441,Kim Jeongho,Fantasy,2.81,98664,Completed
Sword Art Online #5442,Tang Jia San Shao,Romance,2.67,93007,Completed
Reincarnation of the Strongest Sword God #5443,Tite Kubo,Romance,4.32,82396,Ongoing
Reincarnation of the Strongest Sword God #5444,Sing Shong,Comedy,3.81,6512,Hiatus
My Hero Academia #5445,Heavenly Silkworm Potato,Sci-Fi,2.05,64381,Hiatus
Ranker Who Lives A Second Time #5446,Kim Jeongho,Romance,2.07,16138,Hiatus
Release That Witch #5447,Sing Shong,Fantasy,3.78,18060,Ongoing
Against the Gods #5448,Cheongcho,Fantasy,2.56,12704,Hiatus
Overgeared #5449,Kim Jeongho,Comedy,2.98,96472,Hiatus
Desolate Era #5450,MOKF,Sci-Fi,3.72,11676,Completed
One Piece #5451,Kim Jeongho,Romance,4.83,68211,Ongoing
Coiling Dragon #5452,Eiichiro Oda,Fantasy,3.29,18593,Completed
One Piece #5453,Kim Jeongho,Sci-Fi,2.27,76558,Ongoing
Coiling Dragon #5454,Heavenly Silkworm Potato,Action,4.12,7968,Hiatus
Demon Slayer #5455,Nam Heesung,Action,3.15,98063,Completed
I Shall Seal the Heavens #5456,Cocooned Cow,Drama,2.2,25688,Completed
The King's Avatar #5457,Drunken Blue,Action,3.21,30710,Completed
My Hero Academia #5458,Yoo Ryeo Han,Adventure,4.15,32092,Hiatus
Release That Witch #5459,Tite Kubo,Romance,3.23,99034,Ongoing
Trash of the Count’s Family #5460,Eiichiro Oda,Adventure,3.66,50245,Hiatus
The Legendary Moonlight Sculptor #5461,Toika,Action,2.06,37315,Ongoing
A Returner’s Magic Should Be Special #5462,Tite Kubo,Action,3.39,57891,Hiatus
Tokyo Ghoul #5463,Jeong Gong,Adventure,4.3,19380,Ongoing
One Piece #5464,Chugong,Adventure,4.8,34748,Completed
A Returner’s Magic Should Be Special #5465,Wo Chi Xi Hong Shi,Drama,4.86,8689,Ongoing
Sword Art Online #5466,Nam Heesung,Adventure,3.43,11679,Hiatus
A Returner’s Magic Should Be Special #5467,Drunken Blue,Adventure,2.99,34621,Hiatus
Desolate Era #5468,Chugong,Fantasy,4.2,78145,Completed
Douluo Dalu #5469,Heavenly Silkworm Potato,Comedy,3.75,76317,Hiatus
The Second Coming of Gluttony #5470,Blue Butterfly,Horror,2.46,93256,Completed
Overgeared #5471,Kugane Maruyama,Action,2.57,83811,Completed
A Returner’s Magic Should Be Special #5472,Koyoharu Gotouge,Sci-Fi,3.97,44578,Completed
Desolate Era #5473,Goose Five,Action,3.84,28061,Completed
Stellar Transformation #5474,Kugane Maruyama,Drama,4.04,16314,Ongoing
Dungeon Defense #5475,MOKF,Sci-Fi,2.4,39196,Ongoing
Omniscient Reader's Viewpoint #5476,Er Gen,Fantasy,4.23,28278,Ongoing
Naruto #5477,Reki Kawahara,Romance,3.33,71661,Ongoing
Ranker Who Lives A Second Time #5478,Eiichiro Oda,Drama,3.98,34456,Hiatus
Martial World #5479,Chugong,Adventure,3.46,33471,Hiatus
Naruto #5480,Sui Ishida,Adventure,4.59,27767,Completed
Douluo Dalu #5481,Hajime Isayama,Adventure,2.77,96842,Hiatus
Desolate Era #5482,Koyoharu Gotouge,Drama,4.91,5787,Ongoing
Trash of the Count’s Family #5483,Goose Five,Comedy,2.83,68472,Hiatus
Sword Art Online #5484,Toika,Sci-Fi,2.91,68992,Completed
My Hero Academia #5485,Er Gen,Sci-Fi,2.37,50480,Hiatus
Stellar Transformation #5486,MOKF,Action,4.18,82610,Ongoing
Douluo Dalu #5487,Koyoharu Gotouge,Romance,3.47,16680,Hiatus
Bleach #5488,Reki Kawahara,Romance,3.41,22152,Hiatus
My Hero Academia #5489,MOKF,Adventure,3.8,12909,Ongoing
Demon Slayer #5490,Zhu Hong,Sci-Fi,4.79,85043,Ongoing
Omniscient Reader's Viewpoint #5491,Tang Jia San Shao,Horror,3.72,76141,Completed
Attack on Titan #5492,Masashi Kishimoto,Romance,2.51,30377,Completed
The Legendary Moonlight Sculptor #5493,I Eat Tomatoes,Romance,4.25,18422,Hiatus
Attack on Titan #5494,Heavenly Silkworm Potato,Drama,2.67,31775,Ongoing
Tokyo Ghoul #5495,Nokdu,Horror,3.68,77679,Hiatus
A Returner’s Magic Should Be Special #5496,Blue Butterfly,Romance,4.61,42511,Hiatus
Attack on Titan #5497,Kohei Horikoshi,Comedy,2.41,16519,Completed
Ranker Who Lives A Second Time #5498,Kim Jeongho,Romance,4.09,6684,Hiatus
Ranker Who Lives A Second Time #5499,Kohei Horikoshi,Adventure,4.6,26020,Completed
Sword Art Online #5500,I Eat Tomatoes,Drama,4.13,5427,Ongoing
Battle Through the Heavens #5501,Kohei Horikoshi,Horror,4.46,26393,Hiatus
Bleach #5502,I Eat Tomatoes,Sci-Fi,3.87,65591,Hiatus
The Second Coming of Gluttony #5503,Nokdu,Romance,4.92,65064,Hiatus
One Piece #5504,Tappei Nagatsuki,Drama,3.39,88607,Hiatus
Martial World #5505,Sui Ishida,Horror,2.21,66726,Hiatus
Coiling Dragon #5506,Yoo Ryeo Han,Drama,2.97,26947,Ongoing
My Hero Academia #5507,Heavenly Silkworm Potato,Horror,2.48,44956,Completed
Desolate Era #5508,Tang Jia San Shao,Adventure,4.85,82581,Completed
Tokyo Ghoul #5509,Tappei Nagatsuki,Romance,4.33,36977,Completed
Trash of the Count’s Family #5510,Jeong Gong,Horror,3.9,57764,Ongoing
Dungeon Defense #5511,Drunken Blue,Fantasy,3.6,58112,Hiatus
Against the Gods #5512,Sing Shong,Romance,2.95,21308,Hiatus
Desolate Era #5513,Sing Shong,Fantasy,4.97,94115,Completed
Coiling Dragon #5514,Sing Shong,Fantasy,4.87,24725,Ongoing
My Hero Academia #5515,Tang Jia San Shao,Adventure,4.91,31450,Completed
Sword Art Online #5516,Kohei Horikoshi,Action,2.23,99223,Ongoing
Trash of the Count’s Family #5517,Eiichiro Oda,Adventure,2.84,48638,Completed
Ranker Who Lives A Second Time #5518,Drunken Blue,Horror,3.14,66745,Ongoing
Tokyo Ghoul #5519,Nam Heesung,Drama,3.38,14379,Ongoing
One Piece #5520,Nokdu,Romance,4.86,11200,Completed
My Hero Academia #5521,Cocooned Cow,Sci-Fi,4.35,32161,Ongoing
One Piece #5522,Wo Chi Xi Hong Shi,Comedy,2.27,28142,Hiatus
Solo Leveling #5523,Kugane Maruyama,Adventure,2.03,47064,Hiatus
Ranker Who Lives A Second Time #5524,Chugong,Adventure,3.19,82089,Completed
Demon Slayer #5525,Tappei Nagatsuki,Fantasy,4.18,85201,Completed
Reincarnation of the Strongest Sword God #5526,Nokdu,Drama,2.76,59575,Ongoing
The Second Coming of Gluttony #5527,Yoo Ryeo Han,Drama,2.87,99727,Ongoing
Bleach #5528,Cocooned Cow,Romance,3.06,21195,Hiatus
Naruto #5529,Cocooned Cow,Adventure,4.43,51937,Completed
A Returner’s Magic Should Be Special #5530,Tite Kubo,Sci-Fi,3.12,64941,Completed
The King's Avatar #5531,Nokdu,Horror,4.5,62512,Completed
One Piece #5532,Nokdu,Action,2.38,10254,Completed
Stellar Transformation #5533,Cocooned Cow,Horror,4.81,23435,Hiatus
Naruto #5534,Sui Ishida,Adventure,2.1,44980,Completed
Overgeared #5535,Hajime Isayama,Drama,3.43,37650,Ongoing
Re:Zero #5536,Heavenly Silkworm Potato,Fantasy,3.7,82679,Ongoing
Naruto #5537,Heavenly Silkworm Potato,Horror,4.82,55393,Ongoing
Attack on Titan #5538,Kohei Horikoshi,Horror,4.74,96222,Completed
Solo Leveling #5539,Tappei Nagatsuki,Sci-Fi,3.09,65980,Completed
Douluo Dalu #5540,Wo Chi Xi Hong Shi,Horror,4.66,53253,Hiatus
Tokyo Ghoul #5541,Toika,Sci-Fi,2.06,31747,Completed
Desolate Era #5542,Masashi Kishimoto,Comedy,3.39,25323,Completed
Bleach #5543,Jeong Gong,Horror,3.12,3426,Ongoing
Battle Through the Heavens #5544,Koyoharu Gotouge,Fantasy,2.79,39031,Hiatus
The Second Coming of Gluttony #5545,Nokdu,Adventure,2.6,85416,Ongoing
Stellar Transformation #5546,Tappei Nagatsuki,Adventure,2.62,20763,Hiatus
Overgeared #5547,Eiichiro Oda,Romance,2.76,94426,Hiatus
Trash of the Count’s Family #5548,Blue Butterfly,Action,4.12,84859,Ongoing
Naruto #5549,Cocooned Cow,Action,4.27,31680,Completed
Battle Through the Heavens #5550,MOKF,Adventure,2.64,34059,Ongoing
Against the Gods #5551,Toika,Fantasy,2.43,77096,Hiatus
Demon Slayer #5552,Kohei Horikoshi,Romance,4.95,49680,Completed
Douluo Dalu #5553,Eiichiro Oda,Comedy,4.17,38403,Ongoing
Ranker Who Lives A Second Time #5554,Reki Kawahara,Romance,3.19,76298,Ongoing
I Shall Seal the Heavens #5555,Hajime Isayama,Fantasy,3.12,98419,Hiatus
Bleach #5556,Sui Ishida,Horror,4.35,40915,Completed
Douluo Dalu #5557,Drunken Blue,Sci-Fi,3.87,29356,Completed
Trash of the Count’s Family #5558,Hajime Isayama,Sci-Fi,2.37,94870,Hiatus
Re:Zero #5559,Cheongcho,Sci-Fi,4.82,16905,Completed
Stellar Transformation #5560,Cheongcho,Sci-Fi,4.64,75312,Ongoing
